labels,source,path
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_07/03-01-08-01-02-02-07.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_07/03-01-08-02-01-01-07.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_07/03-01-08-02-01-02-07.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_07/03-01-08-02-02-01-07.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_07/03-01-08-02-02-02-07.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-03-01-01-01-08.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-03-01-01-02-08.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-03-01-02-01-08.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-03-01-02-02-08.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-03-02-01-01-08.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-03-02-01-02-08.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-03-02-02-01-08.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-03-02-02-02-08.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-04-01-01-01-08.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-04-01-01-02-08.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-04-01-02-01-08.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-04-01-02-02-08.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-04-02-01-01-08.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-04-02-01-02-08.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-04-02-02-01-08.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-04-02-02-02-08.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-05-01-01-01-08.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-05-01-01-02-08.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-05-01-02-01-08.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-05-01-02-02-08.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-05-02-01-01-08.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-05-02-01-02-08.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-05-02-02-01-08.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-05-02-02-02-08.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-06-01-01-01-08.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-06-01-01-02-08.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-06-01-02-01-08.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-06-01-02-02-08.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-06-02-01-01-08.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-06-02-01-02-08.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-06-02-02-01-08.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-06-02-02-02-08.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-08-01-01-01-08.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-08-01-01-02-08.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-08-01-02-01-08.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-08-01-02-02-08.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-08-02-01-01-08.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-08-02-01-02-08.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-08-02-02-01-08.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_08/03-01-08-02-02-02-08.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-03-01-01-01-09.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-03-01-01-02-09.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-03-01-02-01-09.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-03-01-02-02-09.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-03-02-01-01-09.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-03-02-01-02-09.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-03-02-02-01-09.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-03-02-02-02-09.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-04-01-01-01-09.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-04-01-01-02-09.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-04-01-02-01-09.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-04-01-02-02-09.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-04-02-01-01-09.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-04-02-01-02-09.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-04-02-02-01-09.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-04-02-02-02-09.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-05-01-01-01-09.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-05-01-01-02-09.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-05-01-02-01-09.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-05-01-02-02-09.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-05-02-01-01-09.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-05-02-01-02-09.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-05-02-02-01-09.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-05-02-02-02-09.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-06-01-01-01-09.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-06-01-01-02-09.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-06-01-02-01-09.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-06-01-02-02-09.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-06-02-01-01-09.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-06-02-01-02-09.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-06-02-02-01-09.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-06-02-02-02-09.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-08-01-01-01-09.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-08-01-01-02-09.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-08-01-02-01-09.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-08-01-02-02-09.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-08-02-01-01-09.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-08-02-01-02-09.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-08-02-02-01-09.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_09/03-01-08-02-02-02-09.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-03-01-01-01-10.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-03-01-01-02-10.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-03-01-02-01-10.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-03-01-02-02-10.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-03-02-01-01-10.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-03-02-01-02-10.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-03-02-02-01-10.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-03-02-02-02-10.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-04-01-01-01-10.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-04-01-01-02-10.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-04-01-02-01-10.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-04-01-02-02-10.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-04-02-01-01-10.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-04-02-01-02-10.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-04-02-02-01-10.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-04-02-02-02-10.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-05-01-01-01-10.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-05-01-01-02-10.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-05-01-02-01-10.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-05-01-02-02-10.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-05-02-01-01-10.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-05-02-01-02-10.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-05-02-02-01-10.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-05-02-02-02-10.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-06-01-01-01-10.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-06-01-01-02-10.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-06-01-02-01-10.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-06-01-02-02-10.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-06-02-01-01-10.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-06-02-01-02-10.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-06-02-02-01-10.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-06-02-02-02-10.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-08-01-01-01-10.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-08-01-01-02-10.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-08-01-02-01-10.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-08-01-02-02-10.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-08-02-01-01-10.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-08-02-01-02-10.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-08-02-02-01-10.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_10/03-01-08-02-02-02-10.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-03-01-01-01-11.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-03-01-01-02-11.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-03-01-02-01-11.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-03-01-02-02-11.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-03-02-01-01-11.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-03-02-01-02-11.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-03-02-02-01-11.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-03-02-02-02-11.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-04-01-01-01-11.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-04-01-01-02-11.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-04-01-02-01-11.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-04-01-02-02-11.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-04-02-01-01-11.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-04-02-01-02-11.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-04-02-02-01-11.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-04-02-02-02-11.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-05-01-01-01-11.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-05-01-01-02-11.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-05-01-02-01-11.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-05-01-02-02-11.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-05-02-01-01-11.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-05-02-01-02-11.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-05-02-02-01-11.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-05-02-02-02-11.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-06-01-01-01-11.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-06-01-01-02-11.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-06-01-02-01-11.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-06-01-02-02-11.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-06-02-01-01-11.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-06-02-01-02-11.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-06-02-02-01-11.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-06-02-02-02-11.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-08-01-01-01-11.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-08-01-01-02-11.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-08-01-02-01-11.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-08-01-02-02-11.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-08-02-01-01-11.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-08-02-01-02-11.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-08-02-02-01-11.wav
surprise,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_11/03-01-08-02-02-02-11.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-03-01-01-01-12.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-03-01-01-02-12.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-03-01-02-01-12.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-03-01-02-02-12.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-03-02-01-01-12.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-03-02-01-02-12.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-03-02-02-01-12.wav
happy,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-03-02-02-02-12.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-04-01-01-01-12.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-04-01-01-02-12.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-04-01-02-01-12.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-04-01-02-02-12.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-04-02-01-01-12.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-04-02-01-02-12.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-04-02-02-01-12.wav
sad,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-04-02-02-02-12.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-05-01-01-01-12.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-05-01-01-02-12.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-05-01-02-01-12.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-05-01-02-02-12.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-05-02-01-01-12.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-05-02-01-02-12.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-05-02-02-01-12.wav
angry,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-05-02-02-02-12.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-06-01-01-01-12.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-06-01-01-02-12.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-06-01-02-01-12.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-06-01-02-02-12.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-06-02-01-01-12.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-06-02-01-02-12.wav
fear,RAVDESS,../../../assets/audio_sentiment_data_v2/datasets/ravdess-emotional-speech-audio/Actor_12/03-01-06-02-02-01-12.wav
